Running walthread1 for 20 seconds...
Thread 49 says: 40 checkpoints
Thread 48 says: 137 iterations
Thread 47 says: 119 iterations
Thread 46 says: 101 iterations
Thread 45 says: 124 iterations
Thread 44 says: 89 iterations
Thread 43 says: 95 iterations
Thread 42 says: 116 iterations
Thread 41 says: 123 iterations
Thread 40 says: 102 iterations
Thread 39 says: 122 iterations
Thread 38 says: 115 iterations
Thread 37 says: 100 iterations
Thread 36 says: 95 iterations
Thread 35 says: 119 iterations
Thread 34 says: 96 iterations
Thread 33 says: 105 iterations
Thread 32 says: 123 iterations
Thread 31 says: 77 iterations
Thread 30 says: 119 iterations
Thread 29 says: 117 iterations
Thread 28 says: 102 iterations
Thread 27 says: 126 iterations
Thread 26 says: 113 iterations
Thread 25 says: 122 iterations
Thread 24 says: 105 iterations
Thread 23 says: 133 iterations
Thread 22 says: 128 iterations
Thread 21 says: 103 iterations
Thread 20 says: 130 iterations
Thread 19 says: 92 iterations
Thread 18 says: 134 iterations
Thread 17 says: 85 iterations
Thread 16 says: 118 iterations
Thread 15 says: 98 iterations
Thread 14 says: 112 iterations
Thread 13 says: 118 iterations
Thread 12 says: 108 iterations
Thread 11 says: 115 iterations
Thread 10 says: 102 iterations
Thread 9 says: 107 iterations
Thread 8 says: 108 iterations
Thread 7 says: 120 iterations
Thread 6 says: 91 iterations
Thread 5 says: 116 iterations
Thread 4 says: 132 iterations
Thread 3 says: 173 iterations
Thread 2 says: 128 iterations
Thread 1 says: 107 iterations
0 errors out of 1 tests
