Running walthread1 for 20 seconds...
Thread 113 says: 40 checkpoints
Thread 112 says: 26 iterations
Thread 111 says: 23 iterations
Thread 110 says: 32 iterations
Thread 109 says: 30 iterations
Thread 108 says: 34 iterations
Thread 107 says: 33 iterations
Thread 106 says: 37 iterations
Thread 105 says: 28 iterations
Thread 104 says: 21 iterations
Thread 103 says: 18 iterations
Thread 102 says: 17 iterations
Thread 101 says: 34 iterations
Thread 100 says: 24 iterations
Thread 99 says: 20 iterations
Thread 98 says: 21 iterations
Thread 97 says: 28 iterations
Thread 96 says: 20 iterations
Thread 95 says: 28 iterations
Thread 94 says: 18 iterations
Thread 93 says: 24 iterations
Thread 92 says: 28 iterations
Thread 91 says: 14 iterations
Thread 90 says: 25 iterations
Thread 89 says: 14 iterations
Thread 88 says: 29 iterations
Thread 87 says: 30 iterations
Thread 86 says: 34 iterations
Thread 85 says: 24 iterations
Thread 84 says: 26 iterations
Thread 83 says: 20 iterations
Thread 82 says: 24 iterations
Thread 81 says: 16 iterations
Thread 80 says: 15 iterations
Thread 79 says: 28 iterations
Thread 78 says: 37 iterations
Thread 77 says: 29 iterations
Thread 76 says: 21 iterations
Thread 75 says: 28 iterations
Thread 74 says: 23 iterations
Thread 73 says: 19 iterations
Thread 72 says: 14 iterations
Thread 71 says: 22 iterations
Thread 70 says: 29 iterations
Thread 69 says: 17 iterations
Thread 68 says: 16 iterations
Thread 67 says: 26 iterations
Thread 66 says: 30 iterations
Thread 65 says: 18 iterations
Thread 64 says: 30 iterations
Thread 63 says: 26 iterations
Thread 62 says: 28 iterations
Thread 61 says: 20 iterations
Thread 60 says: 30 iterations
Thread 59 says: 25 iterations
Thread 58 says: 23 iterations
Thread 57 says: 24 iterations
Thread 56 says: 30 iterations
Thread 55 says: 28 iterations
Thread 54 says: 27 iterations
Thread 53 says: 20 iterations
Thread 52 says: 24 iterations
Thread 51 says: 25 iterations
Thread 50 says: 24 iterations
Thread 49 says: 30 iterations
Thread 48 says: 21 iterations
Thread 47 says: 23 iterations
Thread 46 says: 25 iterations
Thread 45 says: 31 iterations
Thread 44 says: 24 iterations
Thread 43 says: 28 iterations
Thread 42 says: 20 iterations
Thread 41 says: 29 iterations
Thread 40 says: 29 iterations
Thread 39 says: 35 iterations
Thread 38 says: 30 iterations
Thread 37 says: 19 iterations
Thread 36 says: 33 iterations
Thread 35 says: 27 iterations
Thread 34 says: 22 iterations
Thread 33 says: 23 iterations
Thread 32 says: 26 iterations
Thread 31 says: 32 iterations
Thread 30 says: 40 iterations
Thread 29 says: 28 iterations
Thread 28 says: 22 iterations
Thread 27 says: 31 iterations
Thread 26 says: 33 iterations
Thread 25 says: 30 iterations
Thread 24 says: 20 iterations
Thread 23 says: 22 iterations
Thread 22 says: 24 iterations
Thread 21 says: 21 iterations
Thread 20 says: 27 iterations
Thread 19 says: 20 iterations
Thread 18 says: 24 iterations
Thread 17 says: 34 iterations
Thread 16 says: 27 iterations
Thread 15 says: 29 iterations
Thread 14 says: 26 iterations
Thread 13 says: 19 iterations
Thread 12 says: 31 iterations
Thread 11 says: 24 iterations
Thread 10 says: 26 iterations
Thread 9 says: 33 iterations
Thread 8 says: 25 iterations
Thread 7 says: 36 iterations
Thread 6 says: 21 iterations
Thread 5 says: 32 iterations
Thread 4 says: 32 iterations
Thread 3 says: 22 iterations
Thread 2 says: 26 iterations
Thread 1 says: 22 iterations
0 errors out of 1 tests
